File_Path,RelevanceId,RelevanceName
gcp_bigtable,2,Medium-High
gcp_producer_portal,5,Low
gcp_kuberun,4,Medium-Low
gcp_asset_inventory,4,Medium-Low
gcp_cloud_domains,4,Medium-Low
gcp_contact_center_ai,5,Low
gcp_dataproc_metastore,4,Medium-Low
gcp_network_security,3,Medium
gcp_advanced_agent_modeling,5,Low
aws_tape_storage_light,5,Low
aws_users_light,3,Medium
aws_amazon_bedrock,2,Medium-High
aws_directory_service_aws_managed_microsoft_ad,3,Medium
aws_amazon_file_cache,4,Medium-Low
aws_simple_storage_service_s3_tables,3,Medium
aws_aurora_amazon_rds_instance,1,High
aws_backup_compliance_reporting,4,Medium-Low
aws_eventbridge_custom_event_bus,2,Medium-High
aws_amazon_appflow,3,Medium
aws_thinkbox_frost,5,Low
aws_simple_storage_service_s3_intelligent_tiering,3,Medium
aws_elastic_block_store_multiple_volumes,2,Medium-High
aws_amazon_fraud_detector,4,Medium-Low
aws_deeplens,5,Low
aws_iot_thing_travel,5,Low
aws_service_catalog,3,Medium
aws_parallel_computing_service,4,Medium-Low
aws_amazon_elastic_container_service,1,High
aws_workspaces_family_amazon_workspaces_core,3,Medium
aws_magnifying_glass_light,5,Low
aws_alert_light,5,Low
aws_credentials_dark,4,Medium-Low
aws_oracle_database_at_aws,3,Medium
aws_amazon_fsx_for_openzfs,4,Medium-Low
aws_systems_manager_session_manager,3,Medium
aws_iot_greengrass,3,Medium
aws_cloudwatch_alarm,2,Medium-High
aws_simple_storage_service_s3_object_lock,4,Medium-Low
aws_amazon_managed_service_for_apache_flink,4,Medium-Low
aws_migration_hub_refactor_spaces_services,5,Low
aws_x_ray,2,Medium-High
aws_recover_dark,5,Low
aws_authenticated_user_dark,4,Medium-Low
aws_iot_sitewise_asset_model,4,Medium-Low
aws_billing_conductor,4,Medium-Low
aws_resource_access_manager,3,Medium
aws_inspector_agent,3,Medium
aws_amazon_gamelift,4,Medium-Low
aws_redshift_streaming_ingestion,4,Medium-Low
aws_datasync_discovery,4,Medium-Low
aws_globe_dark,5,Low
aws_amazon_redshift,1,High
aws_elastic_beanstalk_deployment,2,Medium-High
aws_security_hub_finding,3,Medium
aws_elastic_container_service_copiiot_cli,4,Medium-Low
aws_vpc_nat_gateway,2,Medium-High
aws_iam_identity_center,2,Medium-High
aws_opensearch_service_ultrawarm_node,4,Medium-Low
aws_cloudwatch_rule,3,Medium
aws_appfabric,4,Medium-Low
aws_wavelength,4,Medium-Low
aws_opensearch_service_index,4,Medium-Low
aws_application_discovery_service_migration_evaluator_collector,5,Low
aws_vpc_traffic_mirroring,3,Medium
aws_question_light,5,Low
aws_bottlerocket,4,Medium-Low
aws_health_dashboard,3,Medium
aws_iot_http2_protocol,5,Low
aws_elemental_mediaconvert,3,Medium
aws_iot_fire_tv_stick,5,Low
aws_iot_fire_tv,5,Low
aws_iot_sensor,4,Medium-Low
aws_systems_manager_change_manager,4,Medium-Low
aws_iot_topic,4,Medium-Low
aws_amazon_elasticache,1,High
aws_license_manager_application_discovery,5,Low
aws_deep_learning_containers,3,Medium
aws_amazon_workspaces_family,3,Medium
aws_client_dark,5,Low
aws_amazon_textract,3,Medium
aws_application_discovery_service_aws_discovery_agent,5,Low
aws_cloud_control_api,4,Medium-Low
aws_amazon_devops_guru,3,Medium
aws_backup_audit_manager,4,Medium-Low
aws_opensearch_service_traces,4,Medium-Low
aws_emr_hdfs_cluster,3,Medium
aws_robomaker_development_environment,4,Medium-Low
aws_vpc_virtual_private_cloud_vpc,1,High
aws_file_cache_s3_linked_datasets,4,Medium-Low
aws_end_user_messaging,4,Medium-Low
aws_elasticache_elasticache_for_memcached,2,Medium-High
aws_braket_simulator_1,5,Low
aws_deadline_cloud,4,Medium-Low
aws_application_discovery_service_aws_agentless_collector,5,Low
aws_amazon_sagemaker_studio_lab,3,Medium
aws_saml_token_light,4,Medium-Low
aws_cloudwatch_logs,2,Medium-High
aws_iot_greengrass_interprocess_communication,5,Low
aws_iot_thing_coffee_pot,5,Low
aws_backup_backup_plan,3,Medium
aws_iot_greengrass_protocol,5,Low
aws_elastic_kubernetes_service_eks_on_outposts,3,Medium
aws_iq,5,Low
aws_identity_access_management_add_on,4,Medium-Low
aws_vpc_peering_connection,2,Medium-High
aws_documentdb_elastic_clusters,3,Medium
aws_clean_rooms,4,Medium-Low
aws_iot_analytics_dataset,4,Medium-Low
aws_simple_storage_service_s3_storage_lens,3,Medium
aws_amazon_emr,2,Medium-High
aws_elastic_load_balancing_application_load_balancer,1,High
aws_iot_sitewise_asset_properties,4,Medium-Low
aws_backup_virtual_machine_monitor,4,Medium-Low
aws_elastic_fabric_adapter,4,Medium-Low
aws_elemental_mediapackage,3,Medium
aws_amazon_fsx_for_lustre,3,Medium
aws_rds_multi_az_db_cluster,2,Medium-High
aws_braket_noise_simulator,5,Low
aws_ssl_padlock_dark,4,Medium-Low
aws_snowball_snowball_import_export,4,Medium-Low
aws_resilience_hub,3,Medium
aws_documents_dark,5,Low
aws_amazon_vpc_lattice,3,Medium
aws_pytorch_on_aws,3,Medium
aws_simple_storage_service_s3_object_lambda_access_points,4,Medium-Low
aws_amazon_comprehend_medical,4,Medium-Low
aws_rds_proxy_instance_alternate,3,Medium
aws_route_53_resolver_dns_firewall,3,Medium
aws_cloudwatch_event_event_based,3,Medium
aws_iot_action,5,Low
aws_amazon_datazone,3,Medium
aws_iot_thing_cart,5,Low
aws_iot_thing_stacklight,5,Low
aws_simple_storage_service_s3_on_outposts,4,Medium-Low
aws_codeartifact,3,Medium
aws_iot_device_defender,4,Medium-Low
aws_iot_lambda_function,4,Medium-Low
aws_elastic_container_service_task,2,Medium-High
aws_app_mesh_virtual_node,3,Medium
aws_amazon_dcv,4,Medium-Low
aws_private_5g,4,Medium-Low
aws_systems_manager_compliance,4,Medium-Low
aws_app_studio,4,Medium-Low
aws_users_dark,4,Medium-Low
aws_generic_application_dark,4,Medium-Low
aws_app_mesh,3,Medium
aws_elemental_mediastore,4,Medium-Low
aws_dynamodb_items,3,Medium
aws_iot_sitewise,3,Medium
aws_distro_for_opentelemetry,4,Medium-Low
aws_iot_simulator,5,Low
aws_elastic_container_service_container_3,3,Medium
aws_aurora_sql_server_instance,3,Medium
aws_transfer_family,3,Medium
aws_waf_bad_bot,4,Medium-Low
aws_route_53_routing_controls,4,Medium-Low
aws_elastic_block_store_volume,1,High
aws_lambda_lambda_function,1,High
aws_amazon_ecs_anywhere,3,Medium
aws_mq_broker,3,Medium
aws_iot_button,5,Low
aws_amazon_fsx_for_wfs,4,Medium-Low
aws_iot_desired_state,5,Low
aws_iot_fleetwise,4,Medium-Low
aws_red_hat_openshift_service_on_aws,3,Medium
aws_ground_station,4,Medium-Low
aws_storage_gateway_virtual_tape_library,4,Medium-Low
aws_amazon_rekognition,2,Medium-High
aws_elastic_block_store_volume_gp3,2,Medium-High
aws_alert_dark,5,Low
aws_dynamodb_standard_infrequent_access_table_class,4,Medium-Low
aws_alexa_for_business,5,Low
aws_systems_manager,2,Medium-High
aws_simple_storage_service_s3_multi_region_access_points,3,Medium
aws_amazon_managed_service_for_prometheus,3,Medium
aws_sagemaker_notebook,2,Medium-High
aws_amazon_lex,3,Medium
aws_aurora_sql_server_instance_alternate,3,Medium
aws_network_firewall_endpoints,3,Medium
aws_elemental_conductor,4,Medium-Low
aws_transfer_family_aws_ftps,4,Medium-Low
aws_aurora_amazon_rds_instance_aternate,2,Medium-High
aws_thinkbox_xmesh,5,Low
aws_iot_hardware_board,5,Low
aws_systems_manager_state_manager,4,Medium-Low
aws_devops_guru_insights,4,Medium-Low
aws_elastic_file_system_efs_intelligent_tiering,3,Medium
aws_waf_labels,4,Medium-Low
aws_elemental_mediaconnect,4,Medium-Low
aws_storage_gateway_tape_gateway,4,Medium-Low
aws_audit_manager,3,Medium
aws_deep_learning_amis,4,Medium-Low
aws_chatbot,4,Medium-Low
aws_activate,5,Low
aws_amplify_aws_amplify_studio,3,Medium
aws_route_53_route_table,2,Medium-High
aws_secrets_manager,2,Medium-High
aws_simple_storage_service_bucket,1,High
aws_iot_sailboat,5,Low
aws_iot_thing_windfarm,5,Low
aws_nice_enginframe,5,Low
aws_location_service_place,4,Medium-Low
aws_route_53_resolver_query_logging,4,Medium-Low
aws_ec2_aws_microservice_extractor_for_.net,5,Low
aws_elastic_beanstalk,2,Medium-High
aws_source_code_light,4,Medium-Low
aws_internet_dark,4,Medium-Low
aws_amazon_translate,3,Medium
aws_iot_thing_door_lock,5,Low
aws_elastic_container_service_container_2,1,High
aws_amazon_inspector,3,Medium
aws_simple_storage_service_object,1,High
aws_vpc_carrier_gateway,4,Medium-Low
aws_json_script_light,5,Low
aws_iot_servo,5,Low
aws_amazon_finspace,4,Medium-Low
aws_systems_manager_inventory,3,Medium
aws_location_service_map,4,Medium-Low
aws_migration_hub,3,Medium
aws_gear_dark,5,Low
aws_artifact,4,Medium-Low
aws_iot_device_gateway,3,Medium
aws_iot_policy,3,Medium
aws_healthomics,4,Medium-Low
aws_database_dark,5,Low
aws_amazon_s3_on_outposts,3,Medium
aws_iot_lorawan_protocol,5,Low
aws_opensearch_service_observability,4,Medium-Low
aws_command_line_interface,2,Medium-High
aws_opensearch_service_cluster_administrator_node,5,Low
aws_data_stream_dark,5,Low
aws_storage_gateway_noncached_volume,4,Medium-Low
aws_glue,2,Medium-High
aws_organizations_account,3,Medium
aws_fargate,2,Medium-High
aws_lake_formation_data_lake,3,Medium
aws_folder_light,5,Low
aws_chat_dark,5,Low
aws_elemental_mediaconnect_mediaconnect_gateway,5,Low
aws_cloud_map_resource,4,Medium-Low
aws_iot_sitewise_asset_hierarchy,4,Medium-Low
aws_dynamodb_stream,3,Medium
aws_amazon_elastic_vmware_service,4,Medium-Low
aws_firewall_manager,3,Medium
aws_panorama,5,Low
aws_marketplace_light,4,Medium-Low
aws_iot_analytics,3,Medium
aws_systems_manager_change_calendar,4,Medium-Low
aws_elastic_beanstalk_application,3,Medium
aws_git_repository_light,4,Medium-Low
aws_iot_greengrass_component_public,4,Medium-Low
aws_iot_reported_state,5,Low
aws_backup_aws_backup_support_for_vmware_workloads,4,Medium-Low
aws_systems_manager_documents,3,Medium
aws_cloudwatch_synthetics,3,Medium
aws_shield_light,4,Medium-Low
aws_toolkit_light,4,Medium-Low
aws_config,2,Medium-High
aws_cloudformation_stack,2,Medium-High
aws_payment_cryptography,5,Low
aws_eventbridge_default_event_bus,3,Medium
aws_proton,4,Medium-Low
aws_application_migration_service,3,Medium
aws_amazon_lightsail,3,Medium
aws_amazon_comprehend,3,Medium
aws_application_discovery_service,4,Medium-Low
aws_user_notifications,5,Low
aws_amazon_chime,4,Medium-Low
aws_vpc_vpn_gateway,2,Medium-High
aws_workspaces_family_amazon_workspaces,3,Medium
aws_iot_analytics_notebook,4,Medium-Low
aws_cloudfront_download_distribution,2,Medium-High
aws_managed_blockchain_blockchain,4,Medium-Low
aws_elastic_file_system_elastic_throughput,3,Medium
aws_client_vpn,3,Medium
aws_iot_greengrass_connector,4,Medium-Low
aws_iot_alexa_skill,5,Low
aws_cloud_map_service,4,Medium-Low
aws_amazon_eks_distro,4,Medium-Low
aws_iot_http_protocol,5,Low
aws_waf_bot,4,Medium-Low
aws_ec2_instance,1,High
aws_amazon_transcribe,3,Medium
aws_b2b_data_interchange,5,Low
aws_cost_and_usage_report,3,Medium
aws_server_light,4,Medium-Low
aws_transfer_family_aws_sftp,3,Medium
aws_amazon_workdocs_sdk,4,Medium-Low
aws_security_hub,2,Medium-High
aws_cloud_wan_segment_network,4,Medium-Low
aws_amazon_connect,3,Medium
aws_iot_expresslink,5,Low
aws_amazon_eks_cloud,2,Medium-High
aws_mainframe_modernization_developer,5,Low
aws_systems_manager_run_command,3,Medium
aws_repost,5,Low
aws_rds_optimized_writes,4,Medium-Low
aws_simple_notification_service_email_notification,2,Medium-High
aws_identity_access_management_iam_access_analyzer,3,Medium
aws_simple_queue_service_message,2,Medium-High
aws_healthscribe,5,Low
aws_cloud_digital_interface,5,Low
aws_cold_storage_dark,5,Low
aws_vpc_flow_logs,3,Medium
aws_backup_aws_backup_support_for_amazon_s3,4,Medium-Low
aws_dynamodb_table,1,High
aws_device_farm,4,Medium-Low
aws_eventbridge_schema,4,Medium-Low
aws_redshift_data_sharing_governance,4,Medium-Low
aws_elasticache_elasticache_for_redis,2,Medium-High
aws_cloudformation_change_set,3,Medium
aws_amazon_lightsail_for_research,5,Low
aws_rds_multi_az,3,Medium
aws_iot_events,4,Medium-Low
aws_amazon_managed_blockchain,4,Medium-Low
aws_ec2_auto_scaling,2,Medium-High
aws_braket_chip,5,Low
aws_amazon_sagemaker_ai,2,Medium-High
aws_local_zones,4,Medium-Low
aws_iot_rule,3,Medium
aws_amazon_braket,4,Medium-Low
aws_braket_state_vector,5,Low
aws_backup_backup_vault,3,Medium
aws_sagemaker_shadow_testing,4,Medium-Low
aws_credentials_light,4,Medium-Low
aws_mainframe_modernization_analyzer,5,Low
aws_thinkbox_krakatoa,5,Low
aws_site_to_site_vpn,2,Medium-High
aws_amazon_managed_streaming_for_apache_kafka,3,Medium
aws_ec2_instance_with_cloudwatch,2,Medium-High
aws_shield,3,Medium
aws_mainframe_modernization_compiler,5,Low
aws_signer,4,Medium-Low
aws_codebuild,2,Medium-High
aws_migration_hub_refactor_spaces_applications,5,Low
aws_backup_storage,4,Medium-Low
aws_thinkbox_stoke,5,Low
aws_fault_injection_service,4,Medium-Low
aws_database_migration_service,2,Medium-High
aws_documents_light,5,Low
aws_neuron,4,Medium-Low
aws_snowball,3,Medium
aws_backup_recovery_time_objective,4,Medium-Low
aws_ec2_rescue,5,Low
aws_management_console_light,4,Medium-Low
aws_iot_greengrass_recipe,4,Medium-Low
aws_apache_mxnet_on_aws,4,Medium-Low
aws_amazon_nova,5,Low
aws_vpc_elastic_network_interface,3,Medium
aws_iot_thing_industrial_pc,5,Low
aws_iot_sitewise_asset,4,Medium-Low
aws_iot_thing_plc,5,Low
aws_waf,2,Medium-High
aws_iot_thing_freertos_device,5,Low
aws_cloudwatch_data_protection,4,Medium-Low
aws_sagemaker_geospatial_ml,4,Medium-Low
aws_iot_thing_car,5,Low
aws_elasticache_elasticache_for_valkey,4,Medium-Low
aws_amazon_aurora,2,Medium-High
aws_elemental_appliances_&_software,5,Low
aws_amazon_macie,3,Medium
aws_aurora_mysql_instance_alternate,3,Medium
aws_cloudwatch_metrics_insights,3,Medium
aws_cloudformation,1,High
aws_iot_twinmaker,4,Medium-Low
aws_cloud9_cloud9,3,Medium
aws_api_gateway_endpoint,2,Medium-High
aws_iot_analytics_data_store,4,Medium-Low
aws_amazon_fsx_for_netapp_ontap,3,Medium
aws_braket_managed_simulator,5,Low
aws_iot_greengrass_stream_manager,4,Medium-Low
aws_logs_dark,5,Low
aws_datazone_data_portal,4,Medium-Low
aws_redshift_auto_copy,4,Medium-Low
aws_document_dark,5,Low
aws_iot_device_management,3,Medium
aws_iot_thing_vibration_sensor,5,Low
aws_aurora_postgresql_instance,3,Medium
aws_amazon_opensearch_service,2,Medium-High
aws_amazon_security_lake,3,Medium
aws_wickr,5,Low
aws_app_runner,3,Medium
aws_supply_chain,5,Low
aws_backup_recovery_point_objective,4,Medium-Low
aws_route_53_readiness_checks,4,Medium-Low
aws_amazon_quantum_ledger_database,4,Medium-Low
aws_mainframe_modernization_converter,5,Low
aws_ec2_db_instance,3,Medium
aws_amazon_fsx,3,Medium
aws_simple_storage_service_glacier_archive,4,Medium-Low
aws_migration_evaluator,5,Low
aws_office_building_light,5,Low
aws_aurora_mysql_instance,2,Medium-High
aws_simspace_weaver,5,Low
aws_dynamodb_attribute,3,Medium
aws_internet_alt2_dark,5,Low
aws_source_code_dark,4,Medium-Low
aws_dynamodb_item,3,Medium
aws_outposts_rack,3,Medium
aws_ec2_instances,1,High
aws_storage_gateway,3,Medium
aws_opensearch_service_opensearch_dashboards,3,Medium
aws_network_firewall,3,Medium
aws_file_cache_on_premises_nfs_linked_datasets,4,Medium-Low
aws_elastic_container_service_ecs_service_connect,3,Medium
aws_amazon_mq,3,Medium
aws_simple_storage_service_s3_standard,1,High
aws_cloud_wan_core_network_edge,4,Medium-Low
aws_datazone_business_data_catalog,4,Medium-Low
aws_training_certification,5,Low
aws_iot_greengrass_component,4,Medium-Low
aws_mainframe_modernization_runtime,4,Medium-Low
aws_email_dark,5,Low
aws_app_mesh_virtual_router,4,Medium-Low
aws_transfer_family_aws_ftp,3,Medium
aws_redshift_ra3,2,Medium-High
aws_vpc_network_access_control_list,2,Medium-High
aws_firewall_light,3,Medium
aws_location_service_track,4,Medium-Low
aws_iot_greengrass_component_machine_learning,4,Medium-Low
aws_trusted_advisor_checklist,3,Medium
aws_braket_simulator_3,5,Low
aws_database_migration_service_database_migration_workflow_or_job,3,Medium
aws_braket_qpu,5,Low
aws_application_auto_scaling,2,Medium-High
aws_location_service_routes,4,Medium-Low
aws_amazon_kinesis_video_streams,3,Medium
aws_key_management_service,1,High
aws_servers_light,5,Low
aws_sagemaker_canvas,3,Medium
aws_email_light,5,Low
aws_trusted_advisor_checklist_security,3,Medium
aws_multimedia_light,5,Low
aws_braket_simulator_4,5,Low
aws_directory_service,3,Medium
aws_amazon_kinesis,2,Medium-High
aws_iot_mqtt_protocol,4,Medium-Low
aws_iot_analytics_pipeline,4,Medium-Low
aws_cloudshell,4,Medium-Low
aws_amazon_pinpoint,3,Medium
aws_license_manager,4,Medium-Low
aws_elastic_load_balancing_gateway_load_balancer,2,Medium-High
aws_amazon_lookout_for_metrics,4,Medium-Low
aws_cloudwatch_cross_account_observability,4,Medium-Low
aws_datasync_agent,3,Medium
aws_iot_thing_police_emergency,5,Low
aws_codecommit,2,Medium-High
aws_backup_compute,3,Medium
aws_aurora_mariadb_instance,3,Medium
aws_trusted_advisor_checklist_cost,3,Medium
aws_privatelink,2,Medium-High
aws_iot_thing_thermostat,5,Low
aws_identity_access_management_mfa_token,2,Medium-High
aws_freertos,4,Medium-Low
aws_forums_dark,5,Low
aws_forums_light,5,Low
aws_internet_alt1_dark,5,Low
aws_transit_gateway_attachment,2,Medium-High
aws_amazon_codecatalyst,3,Medium
aws_amazon_simple_email_service,2,Medium-High
aws_amazon_simple_storage_service_glacier,3,Medium
aws_auto_scaling,1,High
aws_amazon_forecast,3,Medium
aws_service_management_connector,4,Medium-Low
aws_robomaker_cloud_extensions_ros,5,Low
aws_vpc_internet_gateway,2,Medium-High
aws_sagemaker_model,2,Medium-High
aws_cloudtrail_cloudtrail_lake,3,Medium
aws_direct_connect,2,Medium-High
aws_amazon_keyspaces,3,Medium
aws_iot_thing_lightbulb,5,Low
aws_app_mesh_virtual_gateway,4,Medium-Low
aws_amazon_pinpoint_apis,3,Medium
aws_amazon_api_gateway,1,High
aws_sagemaker_train,3,Medium
aws_dynamodb_standard_access_table_class,3,Medium
aws_glue_crawler,3,Medium
aws_iot_thing_relay,5,Low
aws_well_architected_tool,4,Medium-Low
aws_question_dark,5,Low
aws_backint_agent,4,Medium-Low
aws_vpc_router,3,Medium
aws_cloud_development_kit,3,Medium
aws_iot_thing_temperature_humidity_sensor,5,Low
aws_braket_simulator_2,5,Low
aws_rds_blue_green_deployments,3,Medium
aws_cloudsearch_search_documents,4,Medium-Low
aws_recover_light,5,Low
aws_savings_plans,4,Medium-Low
aws_healthlake,4,Medium-Low
aws_simple_queue_service_queue,1,High
aws_simple_email_service_email,3,Medium
aws_codepipeline,2,Medium-High
aws_identity_access_management_permissions,2,Medium-High
aws_authenticated_user_light,5,Low
aws_systems_manager_automation,3,Medium
aws_migration_hub_refactor_spaces_environments,4,Medium-Low
aws_glue_databrew,3,Medium
aws_iot_thing_temperature_vibration_sensor,5,Low
aws_simple_storage_service_s3_object_lambda,3,Medium
aws_elemental_live,4,Medium-Low
aws_amazon_lookout_for_vision,4,Medium-Low
aws_amazon_location_service,3,Medium
aws_chat_light,5,Low
aws_shield_dark,3,Medium
aws_robomaker_simulation,4,Medium-Low
aws_office_building_dark,5,Low
aws_identity_access_management_aws_sts_alternate,3,Medium
aws_amazon_documentdb,3,Medium
aws_waf_filtering_rule,3,Medium
aws_amazon_managed_grafana,3,Medium
aws_trusted_advisor,3,Medium
aws_elastic_load_balancing_classic_load_balancer,2,Medium-High
aws_global_accelerator,3,Medium
aws_amazon_workmail,3,Medium
aws_repost_private,5,Low
aws_disk_dark,5,Low
aws_json_script_dark,5,Low
aws_msk_amazon_msk_connect,3,Medium
aws_iot_greengrass_component_private,4,Medium-Low
aws_backup_vault_lock,3,Medium
aws_amazon_cloudwatch,1,High
aws_braket_simulator,5,Low
aws_athena_data_source_connectors,3,Medium
aws_location_service_geofence,4,Medium-Low
aws_management_console_dark,4,Medium-Low
aws_elastic_container_registry_registry,2,Medium-High
aws_entity_resolution,4,Medium-Low
aws_disk_light,5,Low
aws_amazon_data_firehose,2,Medium-High
aws_iot_thing_camera,5,Low
aws_shield_aws_shield_advanced,3,Medium
aws_simple_storage_service_s3_express_one_zone,3,Medium
aws_mobile_client_dark,5,Low
aws_ec2_elastic_ip_address,2,Medium-High
aws_braket_embedded_simulator,5,Low
aws_launch_wizard,4,Medium-Low
aws_robomaker_fleet_management,4,Medium-Low
aws_simple_notification_service_topic,1,High
aws_tensorflow_on_aws,3,Medium
aws_iot_thing_generic,5,Low
aws_transit_gateway,2,Medium-High
aws_identity_access_management_temporary_security_credential,3,Medium
aws_amazon_ec2_auto_scaling,1,High
aws_amazon_quicksight,2,Medium-High
aws_elastic_file_system_efs_standard,2,Medium-High
aws_textract_analyze_lending,4,Medium-Low
aws_elemental_link,4,Medium-Low
aws_amazon_interactive_video_service,4,Medium-Low
aws_amazon_appstream_2,3,Medium
aws_systems_manager_maintenance_windows,3,Medium
aws_cloud_map_namespace,3,Medium
aws_vpc_elastic_network_adapter,3,Medium
aws_amazon_corretto,4,Medium-Low
aws_elastic_file_system_efs_one_zone_infrequent_access,3,Medium
aws_reserved_instance_reporting,4,Medium-Low
aws_data_table_light,5,Low
aws_internet_alt1_light,5,Low
aws_elastic_container_registry_image,2,Medium-High
aws_aurora_amazon_aurora_instance_alternate,2,Medium-High
aws_simple_storage_service_directory_bucket,3,Medium
aws_ec2_ami,2,Medium-High
aws_identity_access_management_long_term_security_credential,3,Medium
aws_lake_formation,3,Medium
aws_folders_dark,5,Low
aws_amazon_workdocs,3,Medium
aws_rekognition_video,3,Medium
aws_file_cache_hybrid_nfs_linked_datasets,4,Medium-Low
aws_outposts_servers,3,Medium
aws_aurora_postgresql_instance_alternate,3,Medium
aws_amazon_memorydb,3,Medium
aws_nitro_enclaves,4,Medium-Low
aws_servers_dark,5,Low
aws_amazon_detective,3,Medium
aws_gear_light,5,Low
aws_management_console,4,Medium-Low
aws_robomaker,4,Medium-Low
aws_license_manager_license_blending,4,Medium-Low
aws_cloudfront_streaming_distribution,3,Medium
aws_verified_access,3,Medium
aws_open_3d_engine,5,Low
aws_cloudwatch_evidently,4,Medium-Low
aws_simple_storage_service_general_access_points,3,Medium
aws_app_mesh_virtual_service,4,Medium-Low
aws_eventbridge_saas_partner_event,3,Medium
aws_infrastructure_composer,4,Medium-Low
aws_storage_gateway_amazon_fsx_file_gateway,3,Medium
aws_backup,2,Medium-High
aws_aurora_oracle_instance,2,Medium-High
aws_iot_device_tester,5,Low
aws_waf_rule,3,Medium
aws_elastic_container_service_container_1,2,Medium-High
aws_simple_storage_service_s3_glacier_flexible_retrieval,4,Medium-Low
aws_glue_data_catalog,3,Medium
aws_certificate_manager_certificate_authority,3,Medium
aws_transfer_family_aws_as2,4,Medium-Low
aws_backup_virtual_machine,3,Medium
aws_amazon_simple_queue_service,1,High
aws_identity_access_management_aws_sts,2,Medium-High
aws_organizations_organizational_unit,4,Medium-Low
aws_braket_tensor_network,5,Low
aws_elastic_file_system_efs_standard_infrequent_access,4,Medium-Low
aws_amazon_cloudsearch,4,Medium-Low
aws_amazon_kinesis_data_streams,2,Medium-High
aws_cold_storage_light,4,Medium-Low
aws_systems_manager_opscenter,4,Medium-Low
aws_amazon_elastic_container_registry,2,Medium-High
aws_serverless_application_repository,4,Medium-Low
aws_eventbridge_pipes,3,Medium
aws_simple_storage_service_s3_standard_ia,3,Medium
aws_vpc_reachability_analyzer,4,Medium-Low
aws_simple_storage_service_s3_batch_operations,4,Medium-Low
aws_amazon_polly,4,Medium-Low
aws_elastic_file_system_file_system,2,Medium-High
aws_amazon_elastic_block_store,1,High
aws_private_certificate_authority,4,Medium-Low
aws_amazon_elastic_transcoder,4,Medium-Low
aws_vpc_endpoints,2,Medium-High
aws_client_light,3,Medium
aws_elasticache_cache_node,2,Medium-High
aws_amazon_cognito,2,Medium-High
aws_iot_thing_medical_emergency,5,Low
aws_generic_application_light,3,Medium
aws_marketplace_dark,4,Medium-Low
aws_datazone_data_projects,4,Medium-Low
aws_backup_aws_backup_for_aws_cloudformation,4,Medium-Low
aws_elemental_medialive,4,Medium-Low
aws_rds_proxy_instance,3,Medium
aws_thinkbox_sequoia,5,Low
aws_systems_manager_patch_manager,3,Medium
aws_user_light,2,Medium-High
aws_database_light,2,Medium-High
aws_iot_alexa_voice_service,5,Low
aws_elastic_load_balancing_network_load_balancer,1,High
aws_simple_storage_service_s3_replication,3,Medium
aws_rekognition_image,3,Medium
aws_cloudhsm,4,Medium-Low
aws_managed_services,4,Medium-Low
aws_server_dark,2,Medium-High
aws_amazon_codewhisperer,4,Medium-Low
aws_rds_trusted_language_extensions_for_postgresql,5,Low
aws_iot_greengrass_component_nucleus,5,Low
aws_iot_core_device_advisor,5,Low
aws_deepracer,5,Low
aws_codedeploy,2,Medium-High
aws_amazon_augmented_ai_a2i,4,Medium-Low
aws_iot_echo,5,Low
aws_iot_core,3,Medium
aws_iot_thing_bicycle,5,Low
aws_amazon_timestream,3,Medium
aws_systems_manager_application_manager,4,Medium-Low
aws_document_light,3,Medium
aws_cloudwatch_rum,4,Medium-Low
aws_amazon_cloud_directory,4,Medium-Low
aws_pinpoint_journey,4,Medium-Low
aws_identity_access_management_encrypted_data,3,Medium
aws_amazon_lookout_for_equipment,5,Low
aws_amazon_codeguru,3,Medium
aws_metrics_dark,3,Medium
aws_organizations,2,Medium-High
aws_mobile_client_light,3,Medium
aws_app_mesh_mesh,3,Medium
aws_deepcomposer,5,Low
aws_elastic_block_store_snapshot,2,Medium-High
aws_snowball_edge,4,Medium-Low
aws_organizations_management_account,3,Medium
aws_emr_cluster,2,Medium-High
aws_amazon_guardduty,2,Medium-High
aws_simple_notification_service_http_notification,3,Medium
aws_direct_connect_gateway,2,Medium-High
aws_backup_legal_hold,5,Low
aws_data_exchange,4,Medium-Low
aws_cloudfront_edge_location,2,Medium-High
aws_iot_analytics_channel,5,Low
aws_globe_light,3,Medium
aws_datasync,3,Medium
aws_iot_core_device_location,5,Low
aws_glue_aws_glue_for_ray,4,Medium-Low
aws_elastic_container_service_service,1,High
aws_cloud_map,3,Medium
aws_amazon_application_recovery_controller,4,Medium-Low
aws_firewall_dark,2,Medium-High
aws_systems_manager_parameter_store,2,Medium-High
aws_aurora_trusted_language_extensions_for_postgresql,5,Low
aws_glue_data_quality,4,Medium-Low
aws_programming_language_light,3,Medium
aws_amazon_simple_notification_service,1,High
aws_iot_sitewise_data_streams,5,Low
aws_key_management_service_external_key_store,4,Medium-Low
aws_identity_access_management_data_encryption_key,3,Medium
aws_camera_dark,3,Medium
aws_redshift_ml,4,Medium-Low
aws_iot_thing_bank,5,Low
aws_iot_device_management_fleet_hub,5,Low
aws_iot_greengrass_artifact,5,Low
aws_simple_storage_service_s3_replication_time_control,4,Medium-Low
aws_magnifying_glass_dark,3,Medium
aws_vpc_network_access_analyzer,4,Medium-Low
aws_toolkit_dark,3,Medium
